Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 119.67 129.67 119.67 0
#1 service 9 0 133.28 143.28 123.28 0
#1 service 8 0 147.4 157.4 127.4 0
#1 service 4 0 175.43 185.43 145.43 0
#1 service 2 14.28 229.72 254.0 189.72 0
#1 service 3 52.34 281.66 344.0 217.38 0
#1 service 7 268.6 355.4 634.0 228.78 0
#1 service 1 0 674.52 684.52 269.3 0
#1 service 10 0 754.79 764.79 339.57 403.79
#1 service 11 0 863.58 873.58 438.36 483.58
#1 service 5 0 884.21 894.21 448.99 726.21
#1 finish 0 0 957.46 957.46 512.24 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   335.22  957.46 512.24 1613.57
